City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,cape coast,5.1053,-1.2466,25.6,89,100,3.01,GH,1675916126
296,galesong,-5.3166,119.3661,28.01,76,99,2.01,ID,1675916127
297,byron bay,-28.65,153.6167,27.19,59,100,4.19,AU,1675916128
298,ponta delgada,37.7333,-25.6667,12.4,71,75,3.09,PT,1675916128
299,bonfim,3.0833,-59.95,25.26,73,54,3.77,BR,1675916129
300,nabire,-3.3667,135.4833,24.46,88,99,1.35,ID,1675916130
301,srednekolymsk,67.45,153.6833,-32.88,96,100,2.89,RU,1675915945
302,alofi,-19.0595,-169.9187,27.08,78,96,4.83,NU,1675916130
303,saint-leu,-21.15,55.2833,27.48,75,77,2.36,RE,1675916131
304,grindavik,63.8424,-22.4338,-4.03,68,75,9.77,IS,1675916132
305,coihaique,-45.5752,-72.0662,17.97,68,75,2.06,CL,1675916132
306,chuchkovo,54.2693,41.4465,-7.25,97,99,2.09,RU,1675916133
307,santa cruz del sur,20.7147,-77.9956,23.74,77,5,7.15,CU,1675916133
308,esperance,-33.8667,121.9,21.02,64,29,5.89,AU,1675916133
309,vanimo,-2.6741,141.3028,25.35,92,100,4.74,PG,1675916134
310,general pico,-35.6566,-63.7568,24.96,44,0,3.36,AR,1675916134
311,viedma,-40.8135,-62.9967,18.42,68,61,4.36,AR,1675916135
312,kutum,14.2,24.6667,10.25,20,24,2.93,SD,1675916135
313,port hardy,50.6996,-127.4199,4.11,93,100,12.83,CA,1675916136
314,rio grande,-32.035,-52.0986,24.52,81,89,8.13,BR,1675915983
315,graaff-reinet,-32.2522,24.5308,15.51,96,100,3.1,ZA,1675916136
316,tiznit,29.5833,-9.5,8.69,62,1,0.86,MA,1675916136
317,krasnoselkup,65.7,82.4667,-18.32,94,100,6.37,RU,1675916137
318,antalaha,-14.9003,50.2788,24.27,87,57,2.28,MG,1675916138
319,maragogi,-9.0122,-35.2225,25.27,81,98,2.29,BR,1675916138
320,klaksvik,62.2266,-6.589,2.51,69,86,19.74,FO,1675916139
321,am timan,11.0297,20.2827,19.82,15,74,3.27,TD,1675916139
322,lookan,5.037,120.1027,27.38,75,82,1.62,PH,1675916139
323,tiksi,71.6872,128.8694,-39.37,98,59,2.35,RU,1675916140
324,orzhytsya,49.7918,32.7012,-8.59,92,9,2.3,UA,1675916141
325,portland,45.5234,-122.6762,8.39,80,75,1.79,US,1675915994
326,anadyr,64.75,177.4833,-34.72,74,0,4.0,RU,1675916142
327,tracy,37.7397,-121.4252,11.32,81,45,0.89,US,1675916098
328,mehamn,71.0357,27.8492,1.95,86,75,12.86,NO,1675916142
329,pirgos,35.1167,25.7178,7.57,52,100,8.19,GR,1675916142
330,ostrovnoy,68.0531,39.5131,0.16,85,100,17.88,RU,1675916143
331,jimeta,9.2833,12.4667,22.4,21,91,0.94,NG,1675916143
332,ambilobe,-13.2,49.05,24.0,91,78,1.02,MG,1675916144
333,mayo,38.8876,-76.5119,10.07,71,0,2.06,US,1675916144
334,mahebourg,-20.4081,57.7,28.16,74,75,7.2,MU,1675916144
335,gornopravdinsk,60.05,69.9,-15.25,99,100,3.18,RU,1675916145
336,hebi,35.8992,114.1925,3.74,71,97,1.46,CN,1675916145
337,kindu,-2.95,25.95,19.69,98,100,1.06,CD,1675916146
338,kushmurun,52.4503,64.6311,-18.99,96,100,3.98,KZ,1675916146
339,kandete,-9.15,33.8,16.43,85,100,1.78,TZ,1675916147
340,shebalino,51.2917,85.6772,-7.12,93,100,0.48,RU,1675916147
341,maarianhamina,60.0973,19.9348,1.92,69,0,9.77,AX,1675916135
342,elko,41.0002,-115.5012,-2.99,92,28,1.34,US,1675916147
343,nichinan,31.6,131.3667,12.14,61,100,5.93,JP,1675916148
344,tongchuan,35.0806,109.0897,2.36,83,93,0.71,CN,1675916148
345,ciudad bolivar,8.1222,-63.5497,25.13,71,49,5.26,VE,1675916149
346,broome,42.2506,-75.833,3.15,69,0,2.57,US,1675916149
347,kununurra,-15.7667,128.7333,34.99,49,10,4.63,AU,1675916149
348,soldotna,60.4878,-151.0583,-6.63,84,0,2.06,US,1675916150
349,karratha,-20.7377,116.8463,34.69,46,0,5.38,AU,1675916150
350,bilibino,68.0546,166.4372,-41.5,98,66,0.64,RU,1675916151
351,belmonte,-15.8631,-38.8828,24.8,78,74,3.3,BR,1675916151
352,nanyuki,0.0167,37.0728,10.32,66,3,1.62,KE,1675916151
353,tukrah,32.5341,20.5791,10.86,72,73,15.53,LY,1675916152
354,araouane,18.9048,-3.5265,19.21,21,6,5.29,ML,1675916152
355,yeppoon,-23.1333,150.7333,29.88,61,92,10.31,AU,1675916152
356,praya,14.9215,-23.5087,20.3,77,75,5.14,CV,1675916125
357,sitges,41.2351,1.8119,8.54,60,100,0.89,ES,1675916153
358,hede,33.7681,120.2517,4.99,86,100,4.86,CN,1675916153
359,cockburn town,21.4612,-71.1419,24.79,77,9,11.12,TC,1675915904
360,zhenjiang,32.2092,119.4342,6.56,93,100,4.81,CN,1675916154
361,bati,11.1833,40.0167,14.93,72,6,1.09,ET,1675916154
362,meulaboh,4.1363,96.1285,28.76,66,79,1.28,ID,1675916154
363,victor harbor,-35.5667,138.6167,36.49,76,0,3.52,AU,1675916155
364,pitimbu,-7.4706,-34.8086,25.33,82,75,3.53,BR,1675916155
365,porbandar,21.6422,69.6093,23.22,48,24,2.53,IN,1675916020
366,devonport,-41.1667,146.35,19.45,66,99,4.94,AU,1675916156
367,sawtell,-30.3833,153.1,23.01,83,75,4.63,AU,1675916156
368,beaverlodge,55.2166,-119.4361,-3.9,79,61,4.73,CA,1675916108
369,chambas,22.1928,-78.9136,22.66,85,6,5.05,CU,1675916156
370,maues,-3.3836,-57.7186,23.13,98,96,1.09,BR,1675916157
371,moree,-29.4667,149.85,26.05,45,100,3.16,AU,1675916157
372,la ronge,55.1001,-105.2842,-15.86,85,0,0.0,CA,1675916158
373,natal,-5.795,-35.2094,26.36,83,40,1.54,BR,1675916013
374,ixtapa,20.7,-105.2,19.57,88,0,0.0,MX,1675916158
375,boyolangu,-8.1181,111.8935,29.47,67,96,2.16,ID,1675916158
376,monrovia,6.3005,-10.7969,22.87,85,88,1.81,LR,1675916159
377,tegh,39.5579,46.4772,-5.0,96,100,0.42,AM,1675916159
378,buraydah,26.326,43.975,9.99,40,100,2.58,SA,1675915956
379,miraflores,19.2167,-98.8083,17.24,62,32,1.3,MX,1675916160
380,saint-denis,48.9167,2.3333,-0.48,80,0,1.03,FR,1675916160
381,vanderhoof,54.0166,-124.0198,-3.0,95,100,1.48,CA,1675916115
382,mpika,-11.8343,31.4529,14.67,98,99,2.05,ZM,1675916161
383,namibe,-15.1961,12.1522,20.53,76,98,2.82,AO,1675916161
384,mogadishu,2.0371,45.3438,24.95,83,10,6.75,SO,1675916100
385,manicore,-5.8092,-61.3003,22.59,98,38,1.02,BR,1675916161
386,suntar,62.1444,117.6319,-33.39,94,78,0.84,RU,1675916162
387,padang,-0.9492,100.3543,28.03,70,97,1.85,ID,1675916162
388,nimaj,26.1497,74.0,22.86,19,1,2.11,IN,1675916163
389,kozhva,65.1073,57.0459,-4.27,90,100,4.1,RU,1675916163
390,villacarrillo,38.1156,-3.0848,2.72,84,6,1.89,ES,1675916164
391,providencia,28.7167,-111.5833,12.91,52,0,6.74,MX,1675916164
392,carbonia,39.1672,8.5222,2.53,69,38,2.93,IT,1675916164
393,montague,42.5356,-72.5351,4.75,76,58,1.45,US,1675916065
394,tucupita,9.0622,-62.051,20.88,99,36,1.52,VE,1675916165
395,sorland,67.667,12.6934,3.9,63,100,14.29,NO,1675916166
396,yurginskoye,56.8189,67.3921,-11.78,96,100,2.42,RU,1675916166
397,abalak,58.1286,68.5944,-15.39,99,99,2.11,RU,1675915935
398,grande prairie,55.1667,-118.8027,-4.48,77,53,2.99,CA,1675915930
399,port hawkesbury,45.6169,-61.3485,-1.72,72,20,8.49,CA,1675916167
400,aswan,24.0934,32.907,11.27,51,100,4.82,EG,1675916167
401,rizhao,35.4275,119.4553,5.74,64,100,4.49,CN,1675915911
402,dotnuva,55.35,23.9,-1.88,89,99,4.58,LT,1675916168
403,tulum,20.2167,-87.4667,22.88,91,5,2.85,MX,1675916168
404,tuatapere,-46.1333,167.6833,13.96,57,79,4.99,NZ,1675916169
405,sambava,-14.2667,50.1667,24.5,86,60,3.27,MG,1675916170
406,cururupu,-1.8283,-44.8683,23.16,96,99,0.82,BR,1675915899
407,shihezi,44.3,86.0333,-8.38,89,96,1.23,CN,1675916170
408,beringovskiy,63.05,179.3167,-31.46,93,22,2.37,RU,1675916171
409,belaya gora,68.5333,146.4167,-35.96,95,100,1.52,RU,1675916171
410,port lincoln,-34.7333,135.8667,27.94,47,0,2.88,AU,1675916171
411,flinders,-34.5833,150.8552,23.43,87,100,2.24,AU,1675916161
412,zarichne,51.8126,26.129,-6.13,93,99,0.84,UA,1675916172
413,bonthe,7.5264,-12.505,24.82,84,79,1.31,SL,1675916172
414,pundaguitan,6.3711,126.1689,26.97,77,91,4.81,PH,1675916173
415,vanavara,60.34,102.2797,-13.3,93,100,1.92,RU,1675916173
416,tabou,4.423,-7.3528,24.85,89,88,0.64,CI,1675916174
417,monze,-16.2833,27.4833,16.72,99,99,1.48,ZM,1675916174
418,talnakh,69.4865,88.3972,-19.33,95,100,4.08,RU,1675916175
419,rovaniemi,66.5,25.7167,1.67,93,100,11.32,FI,1675916175
420,voloshka,61.3314,40.0858,-3.17,93,96,4.09,RU,1675916176
421,kimbe,-5.5502,150.1429,25.57,91,100,0.44,PG,1675916176
422,duluth,46.7833,-92.1066,1.71,87,100,2.06,US,1675916169
423,mirnyy,62.5353,113.9611,-34.87,66,98,1.79,RU,1675916177
424,bainbridge,47.6262,-122.5212,7.66,83,100,0.45,US,1675915939
425,port blair,11.6667,92.75,28.02,69,40,3.6,IN,1675916177
426,vao,-22.6667,167.4833,26.16,81,100,6.2,NC,1675916177
427,krasnyy chikoy,50.3643,108.7512,-12.74,88,87,0.46,RU,1675915935
428,kirakira,-10.4544,161.9205,28.97,75,100,3.85,SB,1675916178
429,hovd,48.0056,91.6419,-13.89,73,97,1.29,MN,1675916178
430,cayenne,4.9333,-52.3333,25.02,88,75,2.57,GF,1675916179
431,klyuchevskiy,53.5317,119.4519,-14.01,87,100,1.58,RU,1675915942
432,port hedland,-20.3167,118.5667,35.03,55,0,6.17,AU,1675916132
433,blackwater,-23.5833,148.8833,31.02,39,81,7.46,AU,1675916180
434,black river,18.0264,-77.8487,22.62,85,0,1.55,JM,1675916022
435,qasigiannguit,68.8193,-51.1922,-23.86,80,85,1.16,GL,1675916180
436,caconda,-13.7333,15.0667,15.77,64,99,1.37,AO,1675916181
437,vrontados,38.4089,26.1328,4.92,52,75,8.23,GR,1675916181
438,zhiryatino,53.2228,33.7306,-3.82,97,100,2.6,RU,1675916182
439,killarney,52.05,-9.5167,2.87,86,15,0.05,IE,1675916182
440,kuito,-12.3833,16.9333,14.78,76,100,2.13,AO,1675916183
441,paamiut,61.994,-49.6678,-1.86,87,100,11.17,GL,1675916183
442,hanyang,32.1371,105.5126,10.35,59,27,1.53,CN,1675916184
443,tateyama,34.9833,139.8667,8.92,41,40,6.36,JP,1675916184
444,lubbock,33.6001,-101.8338,7.86,43,0,4.92,US,1675916185
445,kilindoni,-7.9139,39.6668,26.92,78,100,4.2,TZ,1675916185
446,umm kaddadah,13.6017,26.6876,13.33,19,89,6.61,SD,1675916185
447,teguldet,57.3064,88.1667,-19.87,99,95,1.42,RU,1675916186
448,ambam,2.3833,11.2833,19.73,99,23,1.04,CM,1675916186
449,manjeshwar,12.7194,74.8861,27.53,68,57,1.44,IN,1675916187
450,dali,25.7,100.1833,13.21,35,2,1.91,CN,1675916187
451,krasnoarmeysk,51.0239,45.6969,-13.65,92,78,4.31,RU,1675916187
452,nanortalik,60.1432,-45.2371,-3.39,87,100,3.97,GL,1675916188
453,pasinler,39.9803,41.6764,-21.45,92,93,1.52,TR,1675916188
454,riyadh,24.6877,46.7219,10.08,48,56,5.01,SA,1675916182
455,hambantota,6.1241,81.1185,28.19,78,20,4.12,LK,1675916189
456,topolobampo,25.6,-109.05,13.95,67,0,6.17,MX,1675916189
457,astoria,46.1879,-123.8313,8.25,75,100,2.57,US,1675916189
458,mata,40.683,-7.4592,5.55,93,2,2.65,PT,1675916190
459,dahegam,23.1667,72.8167,22.87,17,7,2.05,IN,1675916190
460,oranjestad,12.524,-70.027,26.06,83,20,8.23,AW,1675916190
461,praia da vitoria,38.7333,-27.0667,12.64,87,75,5.18,PT,1675916191
462,malindi,-3.2175,40.1191,24.92,83,55,2.11,KE,1675916191
463,avera,33.194,-82.5271,15.31,79,100,3.42,US,1675916193
464,san jose,37.3394,-121.895,13.48,71,0,1.79,US,1675915998
465,phetchabun,16.25,101.0833,30.15,46,10,2.17,TH,1675916193
466,aqtobe,50.2797,57.2072,-14.95,85,100,2.0,KZ,1675916194
467,aleksandrov gay,50.147,48.5704,-11.48,91,80,3.65,RU,1675916194
468,bauska,56.4075,24.1906,-2.29,90,51,4.86,LV,1675916195
469,mago,53.2514,140.1822,-26.86,87,87,1.7,RU,1675916195
470,grenaa,56.4158,10.8783,2.12,78,95,11.32,DK,1675916195
471,bondo,3.8146,23.6866,17.4,32,46,1.84,CD,1675916196
472,haines junction,60.7522,-137.5108,-12.03,79,60,1.03,CA,1675916196
473,sechura,-5.5569,-80.8222,24.57,74,75,3.9,PE,1675916197
474,urengoy,65.9667,78.3667,-16.83,95,99,6.23,RU,1675916197
475,manokwari,-0.8667,134.0833,25.19,83,100,0.26,ID,1675916197
476,dehui,44.5333,125.7,-5.25,60,58,3.64,CN,1675916198
477,nouadhibou,20.931,-17.0347,16.99,63,100,2.06,MR,1675916198
478,weiser,44.251,-116.9693,-0.08,77,7,1.91,US,1675916198
479,arcos de la frontera,36.7508,-5.8106,11.64,77,39,3.28,ES,1675916199
480,juneau,58.3019,-134.4197,1.79,91,75,1.54,US,1675915942
481,erzin,36.9559,36.2,0.52,52,0,1.57,TR,1675916199
482,chestermere,51.0334,-113.8187,-2.63,74,0,2.57,CA,1675916199
483,atambua,-9.1061,124.8925,25.85,83,98,3.53,ID,1675916200
484,mae sai,20.4335,99.8762,27.68,18,4,1.08,TH,1675916200
485,urubicha,-15.3833,-62.95,22.01,99,100,0.26,BO,1675916200
486,zenzeli,45.9241,47.0474,-15.71,94,6,2.85,RU,1675916201
487,caldwell,43.6629,-116.6874,1.93,66,0,2.06,US,1675916201
488,lakes entrance,-37.8811,147.981,23.08,69,42,5.35,AU,1675916201
489,puri,19.8,85.85,25.29,64,31,1.45,IN,1675916202
490,dargaville,-35.9333,173.8833,20.27,56,60,4.18,NZ,1675916202
491,teya,60.3778,92.6267,-17.82,97,100,1.34,RU,1675916202
492,poum,-20.2333,164.0167,27.46,81,99,5.34,NC,1675916203
493,nemencine,54.85,25.4833,-2.03,94,76,2.87,LT,1675916203
494,najran,17.4924,44.1277,12.36,42,19,0.84,SA,1675916203
495,romitan,39.9343,64.3814,2.97,87,40,4.12,UZ,1675916204
496,milkovo,54.7167,158.6167,-14.34,85,100,1.32,RU,1675916204
497,goure,13.9835,10.2704,16.62,22,4,4.55,NE,1675916205
498,baca,21.1,-89.4167,26.01,72,0,5.16,MX,1675916205
499,paraiso,9.8383,-83.8656,19.48,99,80,2.42,CR,1675916166
500,bubaque,11.2833,-15.8333,23.42,66,1,4.73,GW,1675916205
501,nelson bay,-32.7167,152.15,24.44,77,100,7.6,AU,1675916206
502,tokur,53.1333,132.9,-26.28,85,69,1.89,RU,1675916206
503,sakaiminato,35.55,133.2333,8.96,61,75,7.2,JP,1675916206
504,steinbach,50.1667,8.5667,-2.76,79,0,3.09,DE,1675916207
505,puerto palomas,31.7667,-107.6167,8.45,31,10,4.09,MX,1675916207
506,russell,32.3502,-85.1999,19.57,72,100,3.08,US,1675916109
507,baruun-urt,46.6806,113.2792,-9.0,79,100,4.38,MN,1675916208
508,tsabong,-26.0217,22.401,20.36,70,38,3.23,BW,1675916208
509,bataipora,-22.2953,-53.2711,23.35,85,42,1.57,BR,1675916208
510,nha trang,12.25,109.1833,29.0,72,80,2.67,VN,1675916209
511,honiara,-9.4333,159.95,29.81,67,53,2.56,SB,1675916209
512,gorontalo,0.5412,123.0595,31.22,55,100,2.42,ID,1675916210
513,bosaso,11.2842,49.1816,24.4,74,63,1.09,SO,1675916210
514,okhotsk,59.3833,143.3,-25.11,80,20,6.18,RU,1675916210
515,mangrol,21.1167,70.1167,23.75,38,36,3.91,IN,1675916211
516,ayorou,14.7308,0.9174,22.47,14,6,4.49,NE,1675916211
517,hof,50.3167,11.9167,-6.51,83,8,3.58,DE,1675916211
518,zhezkazgan,47.8043,67.7144,-21.01,77,40,8.0,KZ,1675916212
519,san andres,12.5847,-81.7006,27.01,74,20,5.14,CO,1675916212
520,marang,5.2056,103.2059,29.98,70,100,1.07,MY,1675916213
521,zhicheng,30.2956,111.5047,6.01,87,100,3.08,CN,1675916213
522,andenes,69.3143,16.1194,-0.01,93,100,2.57,NO,1675916213
523,xining,36.6167,101.7667,-2.1,45,2,1.63,CN,1675916202
524,banjarmasin,-3.3244,114.591,28.08,60,100,1.57,ID,1675916214
525,uige,-7.6087,15.0613,17.58,91,37,0.94,AO,1675916214
526,mandurah,-32.55,115.7,27.25,49,0,6.48,AU,1675916153
527,reconquista,-29.15,-59.65,25.04,56,88,2.89,AR,1675916215
528,qaqortoq,60.7167,-46.0333,-4.67,89,100,4.25,GL,1675916215
529,natalio,-26.7167,-55.0833,22.61,43,57,1.23,PY,1675916216
530,nguruka,-5.1092,31.0419,16.95,97,100,1.57,TZ,1675916216
531,kavieng,-2.5744,150.7967,28.59,71,100,2.75,PG,1675916217
532,palau,7.503,134.621,27.98,74,75,4.12,PW,1675916217
533,high level,58.5169,-117.136,-18.94,92,0,1.03,CA,1675916218
534,kaseda,31.4167,130.3167,12.97,65,100,4.99,JP,1675916218
535,udachnyy,66.4167,112.4,-33.64,74,95,2.26,RU,1675916219
536,rodna,47.4167,24.8167,-9.86,80,2,1.66,RO,1675916219
537,marawi,7.9986,124.2928,23.86,79,96,3.46,PH,1675916220
538,itoman,26.1247,127.6694,23.01,71,75,5.66,JP,1675916220
539,atar,20.5169,-13.0499,21.01,21,100,0.94,MR,1675916220
540,longyearbyen,78.2186,15.6401,-6.09,79,100,7.72,SJ,1675916221
541,akhmim,26.5622,31.745,9.95,64,100,2.39,EG,1675916221
542,domoni,-12.2569,44.5319,26.57,83,100,2.11,KM,1675916222
543,lethem,3.3803,-59.7968,25.03,76,44,5.1,GY,1675916223
544,sao desiderio,-12.3633,-44.9733,22.47,62,68,1.4,BR,1675916223
545,namatanai,-3.6667,152.4333,28.25,72,98,3.14,PG,1675916224
546,akyab,20.15,92.9,24.26,41,33,1.91,MM,1675916224
547,san julian,21.0167,-102.1667,16.28,34,81,2.67,MX,1675916225
548,mancio lima,-7.6142,-72.8958,22.01,99,97,1.28,BR,1675916226
549,haapiti,-17.5667,-149.8667,28.85,72,6,3.16,PF,1675916226
550,isabela,6.7085,121.9711,30.03,71,62,1.76,PH,1675916227
551,hun,29.1268,15.9477,11.42,49,0,4.81,LY,1675916227
552,gat,31.61,34.7642,8.55,100,77,2.46,IL,1675916104
553,yaan,7.3833,8.5667,23.73,37,100,2.01,NG,1675916227
554,qabaqcol,41.72,46.2647,2.02,91,100,1.08,AZ,1675916228
555,usinsk,65.9939,57.5281,-4.87,94,100,7.26,RU,1675916229
556,barh,25.4833,85.7167,19.69,35,0,2.68,IN,1675916229
557,south lake tahoe,38.9332,-119.9844,2.15,66,41,0.62,US,1675916230
558,mount isa,-20.7333,139.5,32.87,46,75,4.12,AU,1675916230
559,chapais,49.7834,-74.8492,-22.12,100,68,0.84,CA,1675916231
560,bastrop,32.7562,-91.8724,18.23,96,100,7.2,US,1675916231
561,matara,5.9485,80.5353,28.17,65,33,1.61,LK,1675916231
562,plettenberg bay,-34.0527,23.3716,17.94,83,13,2.16,ZA,1675916232
563,chlorakas,34.8042,32.4083,2.49,70,20,4.12,CY,1675916232
564,sterling,39.0062,-77.4286,10.76,62,40,1.54,US,1675916233
565,caravelas,-17.7125,-39.2481,23.97,87,41,2.33,BR,1675916234
566,veinticinco de mayo,-35.4323,-60.1727,21.66,78,0,1.93,AR,1675916234
567,bonavista,48.6499,-53.1147,-2.95,86,100,7.17,CA,1675916235
568,golden,39.7555,-105.2211,2.85,48,75,11.32,US,1675916098
569,alugan,12.2188,125.4808,26.29,84,100,7.09,PH,1675916235
570,yenotayevka,47.2456,47.0281,-11.95,94,6,2.5,RU,1675916236
571,kyzyl,51.7,94.45,-19.31,96,100,0.99,RU,1675916236
572,bon accord,53.8335,-113.4187,-3.12,74,20,3.09,CA,1675916236
573,maniitsoq,65.4167,-52.9,-5.08,94,100,5.39,GL,1675916167
574,belyy yar,53.6039,91.3903,-15.06,100,40,1.0,RU,1675916237
575,komsomolskiy,40.4272,71.7189,4.4,75,75,2.06,UZ,1675916237
576,la asuncion,11.0333,-63.8628,23.59,89,22,5.53,VE,1675916238
577,kloulklubed,7.0419,134.2556,28.28,75,100,5.68,PW,1675916238
578,aguimes,27.9054,-15.4461,13.35,77,75,2.57,ES,1675916239
579,west bay,19.3667,-81.4167,25.56,85,1,0.89,KY,1675916239
580,ambon,-3.6954,128.1814,31.08,58,40,4.63,ID,1675916240
581,falam,22.9167,93.6833,19.6,27,1,0.69,MM,1675916240
582,emerald,-23.5333,148.1667,27.41,53,91,7.15,AU,1675916223
583,kendari,-3.945,122.4989,29.9,63,100,2.71,ID,1675916241
584,hay river,60.8156,-115.7999,-13.01,78,40,5.14,CA,1675916241
585,trincomalee,8.5711,81.2335,26.61,73,96,4.89,LK,1675916242
586,mmathubudukwane,-24.6,26.4333,19.13,86,100,1.23,BW,1675916242
587,novopokrovka,49.8425,36.5477,-9.47,90,19,2.12,UA,1675916243
588,oda,35.1833,132.5,8.43,53,68,5.16,JP,1675916243
589,cayhagan,9.6697,122.4256,28.02,68,100,6.01,PH,1675916243
590,guerrero negro,27.9769,-114.0611,16.01,54,16,0.58,MX,1675916244
